;descricao;discente;faltas_unidade;id_curso;id_turma;media_final;nota;numero_total_faltas;reposicao;unidade
372;APROVADO POR NOTA;a70e6e000686d82ad1d1a29ce75fab9f;0.0;92127264.0;57564845;5.8;5.0;0.0;f;2.0
373;APROVADO POR NOTA;a70e6e000686d82ad1d1a29ce75fab9f;0.0;92127264.0;57564845;5.8;5.0;0.0;f;3.0
374;APROVADO;7f526a2061ee189867da31102097f91e;0.0;92127264.0;57564845;7.9;5.9000001;0.0;f;1.0
375;APROVADO;7f526a2061ee189867da31102097f91e;0.0;92127264.0;57564845;7.9;9.60000038;0.0;f;2.0
376;APROVADO;7f526a2061ee189867da31102097f91e;0.0;92127264.0;57564845;7.9;8.19999981;0.0;f;3.0
377;REPROVADO;d4e047d2df4d181e5395b78df93f9811;0.0;92127264.0;57564845;4.0;2.5;8.0;t;1.0
378;REPROVADO;d4e047d2df4d181e5395b78df93f9811;0.0;92127264.0;57564845;4.0;3.0;8.0;f;2.0
379;REPROVADO;d4e047d2df4d181e5395b78df93f9811;0.0;92127264.0;57564845;4.0;3.5;8.0;f;3.0
380;REPROVADO;685d382aceefa5031509c9bb87e613dd;0.0;92127264.0;57564845;2.6;4.5;0.0;f;1.0
381;REPROVADO;685d382aceefa5031509c9bb87e613dd;0.0;92127264.0;57564845;2.6;3.20000005;0.0;f;2.0
382;REPROVADO;685d382aceefa5031509c9bb87e613dd;0.0;92127264.0;57564845;2.6;0.0;0.0;f;3.0
383;CANCELADO;fa543d21f328950c2c86eb84b8ff8984;0.0;2000013.0;57564845;3.8;1.39999998;14.0;t;1.0
384;CANCELADO;fa543d21f328950c2c86eb84b8ff8984;0.0;2000013.0;57564845;3.8;3.20000005;14.0;f;2.0
385;CANCELADO;fa543d21f328950c2c86eb84b8ff8984;0.0;2000013.0;57564845;3.8;4.30000019;14.0;f;3.0
386;CANCELADO;643c9220efb15461041ff2d9323d6794;0.0;92127264.0;57564845;0.3;0.8999999759999999;0.0;f;1.0
387;CANCELADO;643c9220efb15461041ff2d9323d6794;0.0;92127264.0;57564845;0.3;0.0;0.0;f;2.0
388;CANCELADO;643c9220efb15461041ff2d9323d6794;0.0;92127264.0;57564845;0.3;0.0;0.0;f;3.0
389;CANCELADO;5b3d2761e4cc4619686d665c914585fd;0.0;92127264.0;57564845;0.6;1.39999998;0.0;f;1.0
390;CANCELADO;5b3d2761e4cc4619686d665c914585fd;0.0;92127264.0;57564845;0.6;0.5;0.0;f;2.0
391;CANCELADO;5b3d2761e4cc4619686d665c914585fd;0.0;92127264.0;57564845;0.6;0.0;0.0;f;3.0
392;REPROVADO;f250d74dc7561f1f4f5e39242df98be1;0.0;92127264.0;57564845;1.5;1.89999998;0.0;f;1.0
393;REPROVADO;f250d74dc7561f1f4f5e39242df98be1;0.0;92127264.0;57564845;1.5;2.5;0.0;f;2.0
394;REPROVADO;f250d74dc7561f1f4f5e39242df98be1;0.0;92127264.0;57564845;1.5;0.0;0.0;f;3.0
395;REPROVADO;8e0fe67e7758328f385c2a251f5b3c34;0.0;92127264.0;57564845;1.5;3.20000005;0.0;f;1.0
396;REPROVADO;8e0fe67e7758328f385c2a251f5b3c34;0.0;92127264.0;57564845;1.5;1.39999998;0.0;f;2.0
397;REPROVADO;8e0fe67e7758328f385c2a251f5b3c34;0.0;92127264.0;57564845;1.5;0.0;0.0;f;3.0
398;APROVADO POR NOTA;49f2cf9cba9f712bc1ffeddd47b8907f;0.0;92127264.0;57564845;5.8;0.0;12.0;t;1.0
399;APROVADO POR NOTA;49f2cf9cba9f712bc1ffeddd47b8907f;0.0;92127264.0;57564845;5.8;7.5;12.0;f;2.0
400;APROVADO POR NOTA;49f2cf9cba9f712bc1ffeddd47b8907f;0.0;92127264.0;57564845;5.8;3.4000001;12.0;f;3.0
401;APROVADO POR NOTA;f3ac5d986b7350a02d63a22510377d73;0.0;92127264.0;57564845;6.0;4.099999899999999;0.0;f;1.0
402;APROVADO POR NOTA;f3ac5d986b7350a02d63a22510377d73;0.0;92127264.0;57564845;6.0;7.099999900000001;0.0;f;2.0
403;APROVADO POR NOTA;f3ac5d986b7350a02d63a22510377d73;0.0;92127264.0;57564845;6.0;6.80000019;0.0;f;3.0
404;REPROVADO;83729736aa539851727de8ecb2c3529a;0.0;92127264.0;57564845;0.0;0.0;0.0;f;1.0
405;REPROVADO;83729736aa539851727de8ecb2c3529a;0.0;92127264.0;57564845;0.0;0.0;0.0;f;2.0
406;REPROVADO;83729736aa539851727de8ecb2c3529a;0.0;92127264.0;57564845;0.0;0.0;0.0;f;3.0
407;APROVADO POR NOTA;b62c9aa529d23faf40ce26f99b3de7e3;0.0;92127264.0;57564845;5.8;5.69999981;14.0;f;1.0
408;APROVADO POR NOTA;b62c9aa529d23faf40ce26f99b3de7e3;0.0;92127264.0;57564845;5.8;7.69999981;14.0;f;2.0
409;APROVADO POR NOTA;b62c9aa529d23faf40ce26f99b3de7e3;0.0;92127264.0;57564845;5.8;2.5;14.0;t;3.0
410;APROVADO POR NOTA;abaac7a4a42d03417f81b1455442607a;0.0;92127264.0;57564845;5.8;4.5;14.0;f;1.0
411;APROVADO POR NOTA;abaac7a4a42d03417f81b1455442607a;0.0;92127264.0;57564845;5.8;5.80000019;14.0;f;2.0
412;APROVADO POR NOTA;abaac7a4a42d03417f81b1455442607a;0.0;92127264.0;57564845;5.8;4.19999981;14.0;t;3.0
413;APROVADO POR NOTA;52e567da9dc48df1c9c4cca1d3857a71;0.0;92127264.0;57564845;5.6;0.0;4.0;t;1.0
414;APROVADO POR NOTA;52e567da9dc48df1c9c4cca1d3857a71;0.0;92127264.0;57564845;5.6;3.5999999;4.0;f;2.0
415;APROVADO POR NOTA;52e567da9dc48df1c9c4cca1d3857a71;0.0;92127264.0;57564845;5.6;5.30000019;4.0;f;3.0
416;CANCELADO;851fe8913fe7e4e3bb131ee4a393bcb6;0.0;92127264.0;57564845;3.5;3.5999999;4.0;f;1.0
417;CANCELADO;851fe8913fe7e4e3bb131ee4a393bcb6;0.0;92127264.0;57564845;3.5;2.29999995;4.0;f;2.0
418;CANCELADO;851fe8913fe7e4e3bb131ee4a393bcb6;0.0;92127264.0;57564845;3.5;4.5;4.0;f;3.0
419;REPROVADO;e793aa9d2b00b6830ee02eeb41f24dc2;0.0;92127264.0;57564845;2.0;6.0;0.0;f;1.0
420;REPROVADO;e793aa9d2b00b6830ee02eeb41f24dc2;0.0;92127264.0;57564845;2.0;0.0;0.0;f;2.0
421;REPROVADO;e793aa9d2b00b6830ee02eeb41f24dc2;0.0;92127264.0;57564845;2.0;0.0;0.0;f;3.0
422;REPROVADO;e5f2810aa63e3d1d0472a76623334c72;0.0;92127264.0;57564845;1.5;3.20000005;0.0;f;1.0
423;REPROVADO;e5f2810aa63e3d1d0472a76623334c72;0.0;92127264.0;57564845;1.5;1.39999998;0.0;f;2.0
424;REPROVADO;e5f2810aa63e3d1d0472a76623334c72;0.0;92127264.0;57564845;1.5;0.0;0.0;f;3.0
425;REPROVADO;a6828dd2dd4b8ff21c763f6d1f6f5e04;0.0;92127264.0;57564845;0.9;2.0;0.0;f;1.0
426;REPROVADO;a6828dd2dd4b8ff21c763f6d1f6f5e04;0.0;92127264.0;57564845;0.9;0.699999988;0.0;f;2.0
427;REPROVADO;a6828dd2dd4b8ff21c763f6d1f6f5e04;0.0;92127264.0;57564845;0.9;0.0;0.0;f;3.0
428;REPROVADO;0b94a8805eba989f442796ed60e1899b;0.0;92127264.0;57564845;1.4;1.79999995;0.0;f;1.0
429;REPROVADO;0b94a8805eba989f442796ed60e1899b;0.0;92127264.0;57564845;1.4;2.5;0.0;f;2.0
430;REPROVADO;0b94a8805eba989f442796ed60e1899b;0.0;92127264.0;57564845;1.4;0.0;0.0;f;3.0
431;APROVADO POR NOTA;aad31258ef0f8e30cd3d4eea691a6c18;0.0;92127264.0;57564845;6.2;6.69999981;0.0;f;1.0
432;APROVADO POR NOTA;aad31258ef0f8e30cd3d4eea691a6c18;0.0;92127264.0;57564845;6.2;6.599999900000001;0.0;f;2.0
433;APROVADO POR NOTA;aad31258ef0f8e30cd3d4eea691a6c18;0.0;92127264.0;57564845;6.2;5.30000019;0.0;f;3.0
434;APROVADO POR NOTA;dc71ff037f1e98823ef208155af16c47;0.0;92127264.0;57564845;5.3;4.5999999;8.0;f;1.0
435;APROVADO POR NOTA;dc71ff037f1e98823ef208155af16c47;0.0;92127264.0;57564845;5.3;4.5;8.0;t;2.0
436;APROVADO POR NOTA;dc71ff037f1e98823ef208155af16c47;0.0;92127264.0;57564845;5.3;5.30000019;8.0;f;3.0
437;REPROVADO POR MÉDIA E POR FALTAS;97f43e2dc31d79073af85501a0e41c46;0.0;92127264.0;57564845;3.0;3.20000005;22.0;f;1.0
438;REPROVADO POR MÉDIA E POR FALTAS;97f43e2dc31d79073af85501a0e41c46;0.0;92127264.0;57564845;3.0;4.0;22.0;f;2.0
439;REPROVADO POR MÉDIA E POR FALTAS;97f43e2dc31d79073af85501a0e41c46;0.0;92127264.0;57564845;3.0;1.70000005;22.0;f;3.0
440;APROVADO;906fb61db8d4c543d4f9e8d746e250b0;0.0;92127264.0;57564845;8.6;8.10000038;0.0;f;1.0
441;APROVADO;906fb61db8d4c543d4f9e8d746e250b0;0.0;92127264.0;57564845;8.6;8.69999981;0.0;f;2.0
442;APROVADO;906fb61db8d4c543d4f9e8d746e250b0;0.0;92127264.0;57564845;8.6;9.10000038;0.0;f;3.0
443;APROVADO;098328a35e4c60b120e4bb6b94c8a0f6;0.0;92127264.0;57572443;9.0;8.0;0.0;f;1.0
444;APROVADO;098328a35e4c60b120e4bb6b94c8a0f6;0.0;92127264.0;57572443;9.0;10.0;0.0;f;2.0
445;APROVADO;098328a35e4c60b120e4bb6b94c8a0f6;0.0;92127264.0;57572443;9.0;9.0;0.0;f;3.0
446;APROVADO;27c5adb3b003e96f4171dfefe69835fe;0.0;92127264.0;57576731;7.0;7.0;2.0;f;1.0
447;APROVADO;27c5adb3b003e96f4171dfefe69835fe;0.0;92127264.0;57576731;7.0;7.599999900000001;2.0;f;2.0
448;APROVADO;27c5adb3b003e96f4171dfefe69835fe;0.0;92127264.0;57576731;7.0;6.5;2.0;f;3.0
449;APROVADO;4f6604e9e784dfcc5d63db809178681e;0.0;92127264.0;57576731;8.2;6.80000019;12.0;f;3.0
450;APROVADO;4f6604e9e784dfcc5d63db809178681e;0.0;92127264.0;57576731;8.2;2.0;12.0;t;1.0
451;APROVADO;4f6604e9e784dfcc5d63db809178681e;0.0;92127264.0;57576731;8.2;8.89999962;12.0;f;2.0
452;APROVADO POR NOTA;e6cdfc6ba7edb9e72e88b259112088c6;0.0;92127264.0;57576731;5.9;1.79999995;6.0;t;1.0
453;APROVADO POR NOTA;e6cdfc6ba7edb9e72e88b259112088c6;0.0;92127264.0;57576731;5.9;6.30000019;6.0;f;2.0
454;APROVADO POR NOTA;e6cdfc6ba7edb9e72e88b259112088c6;0.0;92127264.0;57576731;5.9;4.0;6.0;f;3.0
455;APROVADO POR NOTA;6e937627849c1ee4ee610426a859caab;0.0;92127264.0;57576731;5.9;2.79999995;14.0;t;1.0
456;APROVADO POR NOTA;6e937627849c1ee4ee610426a859caab;0.0;92127264.0;57576731;5.9;5.9000001;14.0;f;2.0
457;APROVADO POR NOTA;6e937627849c1ee4ee610426a859caab;0.0;92127264.0;57576731;5.9;5.9000001;14.0;f;3.0
458;APROVADO POR NOTA;b41962dbdf2c399278387568c820ac90;0.0;92127264.0;57576731;6.3;4.69999981;4.0;f;1.0
459;APROVADO POR NOTA;b41962dbdf2c399278387568c820ac90;0.0;92127264.0;57576731;6.3;5.0;4.0;f;2.0
460;APROVADO POR NOTA;b41962dbdf2c399278387568c820ac90;0.0;92127264.0;57576731;6.3;4.4000001;4.0;t;3.0
461;REPROVADO POR MÉDIA E POR FALTAS;46ca5bcc0383d2734d26bf3bcc201b5a;0.0;92127264.0;57576731;0.7;2.20000005;36.0;f;1.0
462;REPROVADO POR MÉDIA E POR FALTAS;46ca5bcc0383d2734d26bf3bcc201b5a;0.0;92127264.0;57576731;0.7;0.0;36.0;f;2.0
463;REPROVADO POR MÉDIA E POR FALTAS;46ca5bcc0383d2734d26bf3bcc201b5a;0.0;92127264.0;57576731;0.7;0.0;36.0;f;3.0
464;REPROVADO POR MÉDIA E POR FALTAS;72489a3d7b821870feaba15d0791d180;0.0;92127264.0;57576731;0.4;1.20000005;68.0;f;1.0
465;REPROVADO POR MÉDIA E POR FALTAS;72489a3d7b821870feaba15d0791d180;0.0;92127264.0;57576731;0.4;0.0;68.0;f;2.0
466;REPROVADO POR MÉDIA E POR FALTAS;72489a3d7b821870feaba15d0791d180;0.0;92127264.0;57576731;0.4;0.0;68.0;f;3.0
467;APROVADO POR NOTA;b0febe58ff9dea32f4c25d7cfe37920b;0.0;92127264.0;57576731;6.6;9.10000038;2.0;f;2.0
468;APROVADO POR NOTA;b0febe58ff9dea32f4c25d7cfe37920b;0.0;92127264.0;57576731;6.6;7.19999981;2.0;f;3.0
469;APROVADO POR NOTA;b0febe58ff9dea32f4c25d7cfe37920b;0.0;92127264.0;57576731;6.6;3.5999999;2.0;f;1.0
470;APROVADO POR NOTA;8f1e25c53680d4d2ecfd4d6be7f4f4f0;0.0;92127264.0;57576731;5.9;5.69999981;6.0;f;1.0
471;APROVADO POR NOTA;8f1e25c53680d4d2ecfd4d6be7f4f4f0;0.0;92127264.0;57576731;5.9;6.0;6.0;f;2.0
472;APROVADO POR NOTA;8f1e25c53680d4d2ecfd4d6be7f4f4f0;0.0;92127264.0;57576731;5.9;1.70000005;6.0;t;3.0
473;APROVADO POR NOTA;a2b2ef559d7913f7f419197a1beb2e8c;0.0;92127264.0;57576731;5.0;3.5999999;2.0;f;3.0
474;APROVADO POR NOTA;a2b2ef559d7913f7f419197a1beb2e8c;0.0;92127264.0;57576731;5.0;3.5;2.0;f;1.0
475;APROVADO POR NOTA;a2b2ef559d7913f7f419197a1beb2e8c;0.0;92127264.0;57576731;5.0;1.79999995;2.0;t;2.0
476;REPROVADO POR MÉDIA E POR FALTAS;a86542bd8fc9e6e665e4897c20b8ff95;0.0;92127264.0;57576731;0.8;1.39999998;28.0;f;1.0
477;REPROVADO POR MÉDIA E POR FALTAS;a86542bd8fc9e6e665e4897c20b8ff95;0.0;92127264.0;57576731;0.8;1.10000002;28.0;f;2.0
478;REPROVADO POR MÉDIA E POR FALTAS;a86542bd8fc9e6e665e4897c20b8ff95;0.0;92127264.0;57576731;0.8;0.0;28.0;f;3.0
479;REPROVADO POR MÉDIA E POR FALTAS;9c8c21e07fb93342e39e3564779181cb;0.0;92127264.0;57576731;0.7;0.800000012;22.0;f;1.0
480;REPROVADO POR MÉDIA E POR FALTAS;9c8c21e07fb93342e39e3564779181cb;0.0;92127264.0;57576731;0.7;1.39999998;22.0;f;2.0
481;REPROVADO POR MÉDIA E POR FALTAS;9c8c21e07fb93342e39e3564779181cb;0.0;92127264.0;57576731;0.7;0.0;22.0;f;3.0
482;APROVADO;f28e052d0580964522fc2df687450a3d;0.0;92127264.0;57576731;9.2;8.19999981;6.0;f;1.0
483;APROVADO;f28e052d0580964522fc2df687450a3d;0.0;92127264.0;57576731;9.2;10.0;6.0;f;2.0
484;APROVADO;f28e052d0580964522fc2df687450a3d;0.0;92127264.0;57576731;9.2;9.5;6.0;f;3.0
485;APROVADO POR NOTA;5a362b6c394f14f12a8867d0c0494641;0.0;92127264.0;57576731;6.4;3.0999999;10.0;t;3.0
486;APROVADO POR NOTA;5a362b6c394f14f12a8867d0c0494641;0.0;92127264.0;57576731;6.4;4.19999981;10.0;f;1.0
487;APROVADO POR NOTA;5a362b6c394f14f12a8867d0c0494641;0.0;92127264.0;57576731;6.4;6.4000001;10.0;f;2.0
488;INDEFERIDO;2c73c8d77f9b3087d8132aba9e074f3a;;17848940.0;57576731;;;;;
489;INDEFERIDO;643c9220efb15461041ff2d9323d6794;;92127264.0;57576731;;;;;
490;REPROVADO POR MÉDIA E POR FALTAS;643c9220efb15461041ff2d9323d6794;0.0;92127264.0;57576731;0.0;0.0;48.0;f;3.0
491;REPROVADO POR MÉDIA E POR FALTAS;643c9220efb15461041ff2d9323d6794;0.0;92127264.0;57576731;0.0;0.0;48.0;f;1.0
492;REPROVADO POR MÉDIA E POR FALTAS;643c9220efb15461041ff2d9323d6794;0.0;92127264.0;57576731;0.0;0.0;48.0;f;2.0
493;REPROVADO POR MÉDIA E POR FALTAS;fa543d21f328950c2c86eb84b8ff8984;0.0;2000013.0;57576731;3.2;3.79999995;20.0;f;1.0
494;REPROVADO POR MÉDIA E POR FALTAS;fa543d21f328950c2c86eb84b8ff8984;0.0;2000013.0;57576731;3.2;2.29999995;20.0;f;2.0
495;REPROVADO POR MÉDIA E POR FALTAS;fa543d21f328950c2c86eb84b8ff8984;0.0;2000013.0;57576731;3.2;3.5;20.0;f;3.0
496;APROVADO POR NOTA;9d78bef9cf3602ea7e25f55cf79ae0db;0.0;92127264.0;57576731;6.7;2.5999999;14.0;t;1.0
497;APROVADO POR NOTA;9d78bef9cf3602ea7e25f55cf79ae0db;0.0;92127264.0;57576731;6.7;6.599999900000001;14.0;f;2.0
498;APROVADO POR NOTA;9d78bef9cf3602ea7e25f55cf79ae0db;0.0;92127264.0;57576731;6.7;7.0;14.0;f;3.0
499;REPROVADO POR MÉDIA E POR FALTAS;ee67c654a285629b1e24292c717dc9e5;0.0;92127264.0;57576731;1.7;1.39999998;24.0;f;2.0
500;REPROVADO POR MÉDIA E POR FALTAS;ee67c654a285629b1e24292c717dc9e5;0.0;92127264.0;57576731;1.7;0.0;24.0;f;3.0
501;REPROVADO POR MÉDIA E POR FALTAS;ee67c654a285629b1e24292c717dc9e5;0.0;92127264.0;57576731;1.7;3.5999999;24.0;f;1.0
502;APROVADO POR NOTA;d4e047d2df4d181e5395b78df93f9811;0.0;92127264.0;57576731;5.0;0.800000012;14.0;t;1.0
503;APROVADO POR NOTA;d4e047d2df4d181e5395b78df93f9811;0.0;92127264.0;57576731;5.0;5.0;14.0;f;3.0
504;APROVADO POR NOTA;d4e047d2df4d181e5395b78df93f9811;0.0;92127264.0;57576731;5.0;3.20000005;14.0;f;2.0
505;REPROVADO POR MÉDIA E POR FALTAS;736b02f7e21fadd7be4b5e2c8e3220cc;0.0;92127264.0;57576731;1.8;0.0;42.0;f;3.0
506;REPROVADO POR MÉDIA E POR FALTAS;736b02f7e21fadd7be4b5e2c8e3220cc;0.0;92127264.0;57576731;1.8;3.70000005;42.0;f;1.0
507;REPROVADO POR MÉDIA E POR FALTAS;736b02f7e21fadd7be4b5e2c8e3220cc;0.0;92127264.0;57576731;1.8;1.60000002;42.0;f;2.0
508;INDEFERIDO;02624974f8aa2d53b945ceb2b4eec0dd;;92127264.0;57576731;;;;;
509;APROVADO POR NOTA;02624974f8aa2d53b945ceb2b4eec0dd;0.0;92127264.0;57576731;5.0;5.19999981;8.0;f;1.0
510;APROVADO POR NOTA;02624974f8aa2d53b945ceb2b4eec0dd;0.0;92127264.0;57576731;5.0;4.80000019;8.0;f;2.0
511;APROVADO POR NOTA;02624974f8aa2d53b945ceb2b4eec0dd;0.0;92127264.0;57576731;5.0;3.0;8.0;t;3.0
512;INDEFERIDO;f250d74dc7561f1f4f5e39242df98be1;;92127264.0;57576731;;;;;
513;REPROVADO;f250d74dc7561f1f4f5e39242df98be1;0.0;92127264.0;57576731;3.9;3.9000001;8.0;f;3.0
514;REPROVADO;f250d74dc7561f1f4f5e39242df98be1;0.0;92127264.0;57576731;3.9;3.70000005;8.0;f;2.0
515;REPROVADO;f250d74dc7561f1f4f5e39242df98be1;0.0;92127264.0;57576731;3.9;3.0;8.0;t;1.0
516;APROVADO POR NOTA;fa59fcc35019ddcd80bc63a4b30192d0;0.0;92127264.0;57576731;6.6;5.5999999;12.0;f;1.0
517;APROVADO POR NOTA;fa59fcc35019ddcd80bc63a4b30192d0;0.0;92127264.0;57576731;6.6;7.69999981;12.0;f;2.0
518;APROVADO POR NOTA;fa59fcc35019ddcd80bc63a4b30192d0;0.0;92127264.0;57576731;6.6;6.4000001;12.0;f;3.0
519;REPROVADO POR MÉDIA E POR FALTAS;83729736aa539851727de8ecb2c3529a;0.0;92127264.0;57576731;0.0;0.0;50.0;f;1.0
520;REPROVADO POR MÉDIA E POR FALTAS;83729736aa539851727de8ecb2c3529a;0.0;92127264.0;57576731;0.0;0.0;50.0;f;2.0
521;REPROVADO POR MÉDIA E POR FALTAS;83729736aa539851727de8ecb2c3529a;0.0;92127264.0;57576731;0.0;0.0;50.0;f;3.0
522;REPROVADO POR MÉDIA E POR FALTAS;8e0fe67e7758328f385c2a251f5b3c34;0.0;92127264.0;57576731;1.5;2.79999995;38.0;f;1.0
523;REPROVADO POR MÉDIA E POR FALTAS;8e0fe67e7758328f385c2a251f5b3c34;0.0;92127264.0;57576731;1.5;1.79999995;38.0;f;2.0
524;REPROVADO POR MÉDIA E POR FALTAS;8e0fe67e7758328f385c2a251f5b3c34;0.0;92127264.0;57576731;1.5;0.0;38.0;f;3.0
525;REPROVADO;8704f185e8ae317c72ea205b466f1845;0.0;92127264.0;57576731;3.2;3.5;8.0;f;3.0
526;REPROVADO;8704f185e8ae317c72ea205b466f1845;0.0;92127264.0;57576731;3.2;2.29999995;8.0;t;1.0
527;REPROVADO;8704f185e8ae317c72ea205b466f1845;0.0;92127264.0;57576731;3.2;3.20000005;8.0;f;2.0
528;APROVADO POR NOTA;21f431743a2e10ec0179a8f172a682a2;0.0;92127264.0;57576731;5.6;5.9000001;2.0;f;3.0
529;APROVADO POR NOTA;21f431743a2e10ec0179a8f172a682a2;0.0;92127264.0;57576731;5.6;5.19999981;2.0;f;1.0
530;APROVADO POR NOTA;21f431743a2e10ec0179a8f172a682a2;0.0;92127264.0;57576731;5.6;5.69999981;2.0;f;2.0
531;INDEFERIDO;e793aa9d2b00b6830ee02eeb41f24dc2;;92127264.0;57576731;;;;;
532;APROVADO POR NOTA;8dca625c4aeef2641364d784bcef00c5;0.0;92127264.0;57576731;5.0;4.4000001;14.0;f;1.0
533;APROVADO POR NOTA;8dca625c4aeef2641364d784bcef00c5;0.0;92127264.0;57576731;5.0;3.70000005;14.0;f;2.0
534;APROVADO POR NOTA;8dca625c4aeef2641364d784bcef00c5;0.0;92127264.0;57576731;5.0;3.70000005;14.0;t;3.0
535;CANCELADO;38ceb42ec7122ddfb2dcf670bf47be08;0.0;92127264.0;57576731;0.4;1.20000005;56.0;f;1.0
536;CANCELADO;38ceb42ec7122ddfb2dcf670bf47be08;0.0;92127264.0;57576731;0.4;0.0;56.0;f;2.0
537;CANCELADO;38ceb42ec7122ddfb2dcf670bf47be08;0.0;92127264.0;57576731;0.4;0.0;56.0;f;3.0
538;CANCELADO;52575c6e0954fa8ff0b0eccdd54e56fc;0.0;92127264.0;57576731;0.5;0.0;54.0;f;2.0
539;CANCELADO;52575c6e0954fa8ff0b0eccdd54e56fc;0.0;92127264.0;57576731;0.5;0.0;54.0;f;3.0
540;CANCELADO;52575c6e0954fa8ff0b0eccdd54e56fc;0.0;92127264.0;57576731;0.5;1.39999998;54.0;f;1.0
541;CANCELADO;851fe8913fe7e4e3bb131ee4a393bcb6;0.0;92127264.0;57576731;4.2;4.099999899999999;10.0;f;3.0
542;CANCELADO;851fe8913fe7e4e3bb131ee4a393bcb6;0.0;92127264.0;57576731;4.2;0.300000012;10.0;t;1.0
543;CANCELADO;851fe8913fe7e4e3bb131ee4a393bcb6;0.0;92127264.0;57576731;4.2;4.5;10.0;f;2.0
544;APROVADO;5abb887c45addf95db6b9eb77c9970ef;0.0;92127264.0;57576731;8.0;7.80000019;12.0;f;1.0
545;APROVADO;5abb887c45addf95db6b9eb77c9970ef;0.0;92127264.0;57576731;8.0;9.39999962;12.0;f;2.0
546;APROVADO;5abb887c45addf95db6b9eb77c9970ef;0.0;92127264.0;57576731;8.0;6.900000099999999;12.0;f;3.0
547;APROVADO POR NOTA;fc5ca0acc129fed92da264e586691f1b;0.0;92127264.0;57576731;5.8;5.4000001;8.0;f;1.0
548;APROVADO POR NOTA;fc5ca0acc129fed92da264e586691f1b;0.0;92127264.0;57576731;5.8;6.900000099999999;8.0;f;2.0
549;APROVADO POR NOTA;fc5ca0acc129fed92da264e586691f1b;0.0;92127264.0;57576731;5.8;5.0;8.0;f;3.0
550;APROVADO POR NOTA;735bbfb6f7ab46b58f900d62a6e3cf26;0.0;92127264.0;57576731;5.8;2.0;6.0;t;1.0
551;APROVADO POR NOTA;735bbfb6f7ab46b58f900d62a6e3cf26;0.0;92127264.0;57576731;5.8;8.60000038;6.0;f;2.0
552;APROVADO POR NOTA;735bbfb6f7ab46b58f900d62a6e3cf26;0.0;92127264.0;57576731;5.8;3.5;6.0;f;3.0
553;REPROVADO POR MÉDIA E POR FALTAS;e5f2810aa63e3d1d0472a76623334c72;0.0;92127264.0;57576731;0.4;0.0;68.0;f;2.0
554;REPROVADO POR MÉDIA E POR FALTAS;e5f2810aa63e3d1d0472a76623334c72;0.0;92127264.0;57576731;0.4;0.0;68.0;f;3.0
555;REPROVADO POR MÉDIA E POR FALTAS;e5f2810aa63e3d1d0472a76623334c72;0.0;92127264.0;57576731;0.4;1.20000005;68.0;f;1.0
556;REPROVADO POR MÉDIA E POR FALTAS;5f104921a4144c61381f27ed8566675b;0.0;92127264.0;57576731;1.7;2.0999999;36.0;f;1.0
557;REPROVADO POR MÉDIA E POR FALTAS;5f104921a4144c61381f27ed8566675b;0.0;92127264.0;57576731;1.7;2.9000001;36.0;f;2.0
558;REPROVADO POR MÉDIA E POR FALTAS;5f104921a4144c61381f27ed8566675b;0.0;92127264.0;57576731;1.7;0.0;36.0;f;3.0
559;INDEFERIDO;ef47e9a2a9fb4aa81943443816b13c3d;;92127264.0;57576731;;;;;
560;REPROVADO POR MÉDIA E POR FALTAS;beac1f49210679beb9b26a1636ed3ff3;0.0;92127264.0;57576731;0.5;1.39999998;68.0;f;1.0
561;REPROVADO POR MÉDIA E POR FALTAS;beac1f49210679beb9b26a1636ed3ff3;0.0;92127264.0;57576731;0.5;0.0;68.0;f;2.0
562;REPROVADO POR MÉDIA E POR FALTAS;beac1f49210679beb9b26a1636ed3ff3;0.0;92127264.0;57576731;0.5;0.0;68.0;f;3.0
563;REPROVADO POR MÉDIA E POR FALTAS;8a7b533bdb6d32e09a5a2712312be0ea;0.0;92127264.0;57576731;1.1;2.70000005;32.0;f;1.0
564;REPROVADO POR MÉDIA E POR FALTAS;8a7b533bdb6d32e09a5a2712312be0ea;0.0;92127264.0;57576731;1.1;0.5;32.0;f;2.0
565;REPROVADO POR MÉDIA E POR FALTAS;8a7b533bdb6d32e09a5a2712312be0ea;0.0;92127264.0;57576731;1.1;0.0;32.0;f;3.0
566;APROVADO POR NOTA;97f43e2dc31d79073af85501a0e41c46;0.0;92127264.0;57576731;5.8;2.4000001;14.0;t;1.0
567;APROVADO POR NOTA;97f43e2dc31d79073af85501a0e41c46;0.0;92127264.0;57576731;5.8;3.4000001;14.0;f;2.0
568;APROVADO POR NOTA;97f43e2dc31d79073af85501a0e41c46;0.0;92127264.0;57576731;5.8;4.69999981;14.0;f;3.0
569;APROVADO POR NOTA;e793aa9d2b00b6830ee02eeb41f24dc2;0.0;92127264.0;57576731;5.1;4.80000019;14.0;f;2.0
570;APROVADO POR NOTA;e793aa9d2b00b6830ee02eeb41f24dc2;0.0;92127264.0;57576731;5.1;0.0;14.0;t;3.0
571;APROVADO POR NOTA;e793aa9d2b00b6830ee02eeb41f24dc2;0.0;92127264.0;57576731;5.1;4.5;14.0;f;1.0
