,id_turma,codigo,nome_ascii,docente_interno,docente_externo,nivel_ensino,ano,periodo,capacidade_aluno,local,data_inicio,data_fim,codigo_turma,descricao_horario,observacao,distancia,tipo,data_consolidacao,agrupadora,qtd_aulas_lancadas,situacao_turma,convenio,modalidade_participantes,campus_turma,Unnamed: 24
6062,57597999,IMD0405,FUNDAMENTOS DE SISTEMAS DE INFORMACAO,308f5809ff491240e5627bd396c59a65,,GRADUAÇÃO,2017,1,31.0,A304,2017-02-13,2017-07-01,01,24N12 (13/02/2017 - 01/07/2017),,f,1,2017-07-02 10:19:22.989,f,72.0,CONSOLIDADA,,Presencial,Campus Central,
6065,57598002,IMD0408,PROCESSOS DE SOFTWARE,84db41d37e5dd55e693b4a45110a5e5b,,GRADUAÇÃO,2017,1,40.0,A305/A306,2017-02-13,2017-07-01,01,35N34 (13/02/2017 - 01/07/2017),,f,1,2017-07-01 01:28:20.3,f,72.0,CONSOLIDADA,,Presencial,Campus Central,
6067,57598004,IMD0409,DESENVOLVIMENTO DE SISTEMAS WEB II,1e8a6afe56fd042c88bdd640ecccb76c,,GRADUAÇÃO,2017,1,30.0,A304,2017-02-13,2017-07-01,01,35N12 (13/02/2017 - 01/07/2017),,f,1,2017-07-04 09:22:10.662,f,72.0,CONSOLIDADA,,Presencial,Campus Central,
6079,57598017,IMD0414,SISTEMA DE INFORMACAO DISTRIBUIDO,fb02686078da5dd88dca98d5f93a667f,,GRADUAÇÃO,2017,1,60.0,A308,2017-02-13,2017-07-01,01,35N34 (13/02/2017 - 01/07/2017),,f,1,2017-06-27 21:25:05.651,f,66.0,CONSOLIDADA,,Presencial,Campus Central,
6082,57598020,IMD0415,GESTAO DE INFRAESTRUTURA DE TI,308f5809ff491240e5627bd396c59a65,,GRADUAÇÃO,2017,1,40.0,A307,2017-02-13,2017-07-01,01,24N34 (13/02/2017 - 01/07/2017),,f,1,2017-07-02 10:20:35.141,f,68.0,CONSOLIDADA,,Presencial,Campus Central,
6133,57598058,IMD0416,SEGURANCA DA INFORMACAO,e9851b333deffb82f109245f0caf9806,,GRADUAÇÃO,2017,1,40.0,A305,2017-02-13,2017-07-01,01,26N12 (13/02/2017 - 01/07/2017),,f,1,,f,,EXCLUÍDA,,Presencial,Campus Central,
6137,57598061,IMD0423,DESIGN DE SOFTWARE I,1a57414836fe095c7ad8bc9b3ec7978a,,GRADUAÇÃO,2017,1,42.0,A309,2017-02-13,2017-07-01,01,356N12 (13/02/2017 - 01/07/2017),,f,1,2017-07-05 19:00:09.173,f,104.0,CONSOLIDADA,,Presencial,Campus Central,
6144,57598066,IMD0505,DESIGN DA INTERACAO HUMANO-COMPUTADOR,52c74e07081dd63835a5b50aa673615f,,GRADUAÇÃO,2017,1,40.0,A309,2017-02-13,2017-07-01,01,24T56 (13/02/2017 - 01/07/2017),,f,1,2017-07-07 11:15:04.842,f,72.0,CONSOLIDADA,,Presencial,Campus Central,
6148,57598069,IMD0506,SISTEMAS COLABORATIVOS DE APOIO A APRENDIZAGEM,9e46b64ea73cc87e68dccbebec5b5cfe,,GRADUAÇÃO,2017,1,30.0,A304,2017-02-13,2017-07-01,01,35T56 (13/02/2017 - 01/07/2017),,f,1,2017-07-07 18:31:03.127,f,74.0,CONSOLIDADA,,Presencial,Campus Central,
6149,57598070,IMD0512,AVALIACAO DA INTERACAO HUMANO-COMPUTADOR,52c74e07081dd63835a5b50aa673615f,,GRADUAÇÃO,2017,1,40.0,A309,2017-02-13,2017-07-01,01,24N12 (13/02/2017 - 01/07/2017),,f,1,2017-07-07 11:03:08.966,f,72.0,CONSOLIDADA,,Presencial,Campus Central,
6151,57598072,IMD0517,FUNDAMENTOS PEDAGOGICOS PARA A INFORMATICA EDUCACIONAL I,a00791818a7691432f3c26822b6b6f8d,,GRADUAÇÃO,2017,1,33.0,A303,2017-02-13,2017-07-01,01,24N34 (13/02/2017 - 01/07/2017),,f,1,2017-06-27 08:53:08.82,f,72.0,CONSOLIDADA,,Presencial,Campus Central,
6152,57598073,IMD0524,EDUCACAO A DISTANCIA,a00791818a7691432f3c26822b6b6f8d,,GRADUAÇÃO,2017,1,33.0,A303,2017-02-13,2017-07-01,01,24T56 (13/02/2017 - 01/07/2017),,f,1,2017-06-27 08:47:32.257,f,76.0,CONSOLIDADA,,Presencial,Campus Central,
6153,57598074,IMD0701,ADMINISTRACAO DE SISTEMAS OPERACIONAIS PARA REDES,bba72ee19eb3af4b195a591a6178fd48,,GRADUAÇÃO,2017,1,40.0,A307,2017-02-13,2017-07-01,01,24N12 (13/02/2017 - 01/07/2017),,f,1,2017-07-01 08:02:19.591,f,74.0,CONSOLIDADA,,Presencial,Campus Central,
6154,57598075,IMD0705,PRINCIPIOS DE LEGISLACAO APLICAVEIS A TECNOLOGIA DA INFORMACAO E COMUNICACAO DE DADOS,bd83fec27f143604caebc18df980a020,,GRADUAÇÃO,2017,1,60.0,A308,2017-02-13,2017-07-01,01,3N12 (13/02/2017 - 01/07/2017),,f,1,2017-07-05 21:06:57.903,f,36.0,CONSOLIDADA,,Presencial,Campus Central,
6157,57598078,IMD0822,PROJETO DE INOVACAO TECNOLOGICA,03f1770310d79029b880e4a18cada34c,,GRADUAÇÃO,2017,1,60.0,B203,2017-02-13,2017-07-01,01,6T3456 (13/02/2017 - 01/07/2017),,f,1,2017-06-30 19:21:39.439,f,72.0,CONSOLIDADA,,Presencial,Campus Central,
6158,57598078,IMD0822,PROJETO DE INOVACAO TECNOLOGICA,4f92c19489f12bb25329d572192a9b52,,GRADUAÇÃO,2017,1,60.0,B203,2017-02-13,2017-07-01,01,6T3456 (13/02/2017 - 01/07/2017),,f,1,2017-06-30 19:21:39.439,f,72.0,CONSOLIDADA,,Presencial,Campus Central,
6159,57598079,IMD0521,FUNDAMENTOS DE JOGOS DIGITAIS,03f1770310d79029b880e4a18cada34c,,GRADUAÇÃO,2017,1,45.0,A305,2017-02-13,2017-07-01,01,24T56 (13/02/2017 - 01/07/2017),,f,1,2017-07-08 11:53:37.46,f,72.0,CONSOLIDADA,,Presencial,Campus Central,
9869,57600128,IMD0027,PRATICAS DE LEITURA E ESCRITA EM PORTUGUES II,380350ea34f48b06d706977c697c560a,,GRADUAÇÃO,2017,1,60.0,CIVT - A306,2017-02-13,2017-07-01,03,2N34 (13/02/2017 - 01/07/2017),,f,1,2017-07-06 17:47:44.131,f,38.0,CONSOLIDADA,,Presencial,Campus Central,
9870,57600129,IMD0028,FUNDAMENTOS MATEMATICOS DA COMPUTACAO I,6040a6c8488f5274cd2898440646afc0,,GRADUAÇÃO,2017,1,72.0,CIVT - A306,2017-02-13,2017-07-01,04,246T34 (13/02/2017 - 01/07/2017),,f,1,2017-07-07 18:40:36.511,f,104.0,CONSOLIDADA,,Presencial,Campus Central,
9871,57600130,IMD0028,FUNDAMENTOS MATEMATICOS DA COMPUTACAO I,117eb3d847f2ecfebf4034714b820ffa,,GRADUAÇÃO,2017,1,71.0,CIVT - A306,2017-02-13,2017-07-01,05,246N12 (13/02/2017 - 01/07/2017),,f,1,2017-07-07 03:21:38.012,f,98.0,CONSOLIDADA,,Presencial,Campus Central,
9872,57600131,IMD0029,ESTRUTURA DE DADOS BASICAS I,d39602a42d978b2d4796163a3c327363,,GRADUAÇÃO,2017,1,32.0,A303,2017-02-13,2017-07-01,05,35N34 (13/02/2017 - 01/07/2017),,f,1,2017-07-01 16:19:57.865,f,72.0,CONSOLIDADA,,Presencial,Campus Central,
9873,57600132,IMD0030,LINGUAGEM DE PROGRAMACAO I,d39602a42d978b2d4796163a3c327363,,GRADUAÇÃO,2017,1,32.0,CIVT - A303,2017-02-13,2017-07-01,05,35N12 (13/02/2017 - 01/07/2017),,f,1,2017-07-07 13:26:02.533,f,72.0,CONSOLIDADA,,Presencial,Campus Central,
9874,57600133,IMD0034,VETORES E GEOMETRIA ANALITICA,8733dedf2a1fc8440eb8f8ca21aa4d06,,GRADUAÇÃO,2017,1,60.0,CIVT - A306,2017-02-13,2017-07-01,04,46N34 (13/02/2017 - 01/07/2017),,f,1,2017-07-04 20:19:35.912,f,74.0,CONSOLIDADA,,Presencial,Campus Central,
9875,57600134,IMD0034,VETORES E GEOMETRIA ANALITICA,ea802f508eaac3b2c26f93500786f22e,,GRADUAÇÃO,2017,1,60.0,CIVT - A306,2017-02-13,2017-07-01,05,24T56 (13/02/2017 - 01/07/2017),,f,1,2017-07-07 23:07:37.179,f,74.0,CONSOLIDADA,,Presencial,Campus Central,
10949,57600756,IMD0043,REDES DE COMPUTADORES,c07b5e1b28c00dedd00e756ed6383932,,GRADUAÇÃO,2017,1,40.0,A307,2017-02-13,2017-07-01,02,35N34 (13/02/2017 - 01/07/2017),,f,1,2017-06-29 00:46:54.158,f,70.0,CONSOLIDADA,,Presencial,Campus Central,
10950,57600757,IMD0110,TOPICOS ESPECIAIS EM TECNOLOGIA DA INFORMACAO XI,5258ff44921100de32b56af4b06edf2d,,GRADUAÇÃO,2017,1,30.0,A304,2017-02-13,2017-07-01,01,4T12 (13/02/2017 - 01/07/2017),,f,1,2017-07-08 23:59:52.338,f,34.0,CONSOLIDADA,,Presencial,Campus Central,
10951,57600758,IMD0707,TECNOLOGIAS DE COMUNICACAO DE DADOS,d248ef95b64aa271b92e8ffe7790b3c7,,GRADUAÇÃO,2017,1,40.0,A307,2017-02-13,2017-07-01,01,24T56 (13/02/2017 - 01/07/2017),,f,1,,f,,EXCLUÍDA,,Presencial,Campus Central,
10952,57600759,IMD0271,"TOPICOS ESPECIAIS EM REDES DE COMPUTADORES B""",c07b5e1b28c00dedd00e756ed6383932,,GRADUAÇÃO,2017,1,40.0,A307,2017-02-13,2017-07-01,01,35M12 (13/02/2017 - 01/07/2017),,f,1,,f,,EXCLUÍDA,,Presencial,Campus Central,
10955,57600762,IMD0708,PROGRAMACAO EM HARDWARE DE REDES,7fbc3f6d68e59c7f300be1f1e397d160,,GRADUAÇÃO,2017,1,40.0,A307,2017-02-13,2017-07-01,01,35T56 (13/02/2017 - 01/07/2017),,f,1,,f,,EXCLUÍDA,,Presencial,Campus Central,
10956,57600762,IMD0708,PROGRAMACAO EM HARDWARE DE REDES,1bcaa9a53bfa1a231c5482a0babc65b0,,GRADUAÇÃO,2017,1,40.0,A307,2017-02-13,2017-07-01,01,35T56 (13/02/2017 - 01/07/2017),,f,1,,f,,EXCLUÍDA,,Presencial,Campus Central,
10959,57600765,IMD0709,PROJETO INTEGRADOR DE REDES I,448d1f004bdf1e0ada8134966989f5dc,,GRADUAÇÃO,2017,1,30.0,104,2017-02-13,2017-07-01,01,4N12 (13/02/2017 - 01/07/2017),,f,1,,f,,EXCLUÍDA,,Presencial,Campus Central,
10960,57600766,IMD0725,DESENVOLVIMENTO DE PROJETOS DE REDES DE COMPUTADORES,1bcaa9a53bfa1a231c5482a0babc65b0,,GRADUAÇÃO,2017,1,40.0,A307,2017-02-13,2017-07-01,01,24N34 (13/02/2017 - 01/07/2017),,f,1,,f,,EXCLUÍDA,,Presencial,Campus Central,
10968,57600773,IMD0709,PROJETO INTEGRADOR DE REDES I,448d1f004bdf1e0ada8134966989f5dc,,GRADUAÇÃO,2017,1,30.0,A104,2017-02-13,2017-07-01,02,4N34 (13/02/2017 - 01/07/2017),,f,1,2017-07-02 00:20:23.168,f,35.0,CONSOLIDADA,,Presencial,Campus Central,
10969,57600774,IMD0725,DESENVOLVIMENTO DE PROJETOS DE REDES DE COMPUTADORES,1bcaa9a53bfa1a231c5482a0babc65b0,,GRADUAÇÃO,2017,1,31.0,A103/A104,2017-02-13,2017-07-01,02,24N12 (13/02/2017 - 01/07/2017),,f,1,2017-06-28 11:14:34.052,f,66.0,CONSOLIDADA,,Presencial,Campus Central,
10974,57600779,IMD0271,"TOPICOS ESPECIAIS EM REDES DE COMPUTADORES B""",c07b5e1b28c00dedd00e756ed6383932,,GRADUAÇÃO,2017,1,40.0,A307,2017-02-13,2017-07-01,02,24M12 (13/02/2017 - 01/07/2017),,f,1,2017-06-30 14:16:55.667,f,66.0,CONSOLIDADA,,Presencial,Campus Central,
10985,57600790,IMD0707,TECNOLOGIAS DE COMUNICACAO DE DADOS,d248ef95b64aa271b92e8ffe7790b3c7,,GRADUAÇÃO,2017,1,40.0,A307,2017-02-13,2017-07-01,02,35T56 (13/02/2017 - 01/07/2017),,f,1,2017-06-30 20:15:28.397,f,70.0,CONSOLIDADA,,Presencial,Campus Central,
10987,57600792,IMD0708,PROGRAMACAO EM HARDWARE DE REDES,1bcaa9a53bfa1a231c5482a0babc65b0,,GRADUAÇÃO,2017,1,40.0,A307,2017-02-13,2017-07-01,02,24T56 (13/02/2017 - 01/07/2017),,f,1,2017-07-06 22:26:12.171,f,70.0,CONSOLIDADA,,Presencial,Campus Central,
10988,57600792,IMD0708,PROGRAMACAO EM HARDWARE DE REDES,7fbc3f6d68e59c7f300be1f1e397d160,,GRADUAÇÃO,2017,1,40.0,A307,2017-02-13,2017-07-01,02,24T56 (13/02/2017 - 01/07/2017),,f,1,2017-07-06 22:26:12.171,f,70.0,CONSOLIDADA,,Presencial,Campus Central,
11240,57600995,IMD0038,DESENVOLVIMENTO PARA DISPOSITIVOS MOVEIS V (HTML5 E TECNOLOGIAS HIBRIDAS),,1db3b4b98fa50b13f86ecca6db83a504,LATO SENSU,2017,1,40.0,B202 CIVT/IMD,2017-01-20,2017-02-11,01,7M2345  6T56 7T23456  6N1234,,f,1,2017-04-16 14:54:54.314,f,24.0,ABERTA,,Presencial,,
11656,57601293,IMD0086,ARMAZENAMENTO DE BIG DATA,,d167183d955db638b594edf024087ce7,LATO SENSU,2017,1,25.0,INSTITUTO METRÓPOLE DIGITAL - IMD,2017-01-27,2017-02-11,01,7M2  6T5 7T6  6N4,,f,1,2017-09-08 01:03:27.763,f,12.0,CONSOLIDADA,,Presencial,,
12600,57602213,IMD0035,DESENVOLVIMENTO PARA DISPOSITIVOS MOVEIS III (WINDOWS PHONE),5e7d1e765af746bb22d3eb10f26919b8,,LATO SENSU,2017,1,40.0,B202,2017-02-17,2017-03-04,01,7M2345  6T56 7T23456  6N1234,,f,1,,f,,ABERTA,,Presencial,,
12868,57602476,IMD0081,APRENDIZAGEM DE MAQUINA PARA BIG DATA,e9c63f3d1b025e32eb73d19cf9da0475,,LATO SENSU,2017,1,20.0,INSTITUTO METRÓPOLE DIGITAL - IMD,2017-03-03,2017-03-11,01,7M2345  6T56 7T123456  6N1234,,f,1,2017-09-25 07:09:34.177,f,0.0,CONSOLIDADA,,Presencial,,
13549,57602967,IMD0040,TOPICOS AVANCADOS EM COMPUTACAO MOVEL I,,1db3b4b98fa50b13f86ecca6db83a504,LATO SENSU,2017,1,40.0,B202 CIVT/IMD,2017-03-24,2017-03-25,01,7M2345  6T56 7T3456  6N124,,f,1,,f,,ABERTA,,Presencial,,
13660,57603039,IMD0079,PROGRAMACAO CIENTIFICA PARA BIG DATA,01920950204a46538299489f883ddcea,,LATO SENSU,2017,1,20.0,Instituto Metrópole Digital - IMD,2017-04-06,2017-04-29,01,7M2345  5T456 7T123456  5N1234,,f,1,2017-08-08 14:33:05.463,f,34.0,CONSOLIDADA,,Presencial,,
13815,57603173,IMD0041,TOPICOS AVANCADOS EM COMPUTACAO MOVEL II,01920950204a46538299489f883ddcea,,LATO SENSU,2017,1,40.0,B202 CIVT/IMD,2017-05-05,2017-05-06,01,7M2345  5T56 7T3456  5N12345,,f,1,2017-06-27 09:52:49.101,f,8.0,CONSOLIDADA,,Presencial,,
13881,57603381,IMD0090,ANALISE ESTATISTICA PARA BIG DATA,e4aeb0c576eb5456e974528e89dee4d9,,LATO SENSU,2017,1,20.0,Instituto Metrópole Digital - IMD,2017-05-26,2017-06-03,01,7M2345  6T56 7T123456  67N1234,,f,1,2017-08-08 16:28:43.689,f,40.0,CONSOLIDADA,,Presencial,,
13973,57605694,IMD0082,MINERACAO DE DADOS,0c1419e454c106b2aca35570d1f472bf,,LATO SENSU,2017,1,20.0,IMD,2017-06-23,2017-07-01,01,7M345  6T56 7T123456  6N1234,,f,1,2017-08-15 10:45:56.167,f,21.0,CONSOLIDADA,,Presencial,,
